login_id,user_id,device_id  ,login_time,ip_address,location,login_status
LOG00183,USR00183,DEV00183,04-03-2025 17:23:09,219.13.177.106,Lucknow,Success
LOG00184,USR00184,DEV00184,03-02-2023 03:56:04,104.233.106.136,Bangalore,Failed
LOG00185,USR00185,DEV00185,04-07-2022 14:15:50,90.219.123.222,Jaipur,Success
LOG00186,USR00186,DEV00186,22-02-2022 15:53:17,41.185.195.245,Surat,Success
LOG00187,USR00187,DEV00187,16-02-2022 02:50:23,10.171.22.144,Pune,Failed
LOG00188,USR00188,DEV00188,05-12-2022 14:13:19,65.0.81.135,Bhubaneswar,Failed
LOG00189,USR00189,DEV00189,20-04-2025 00:31:03,70.221.26.28,Aurangabad,Success
LOG00190,USR00190,DEV00190,05-04-2022 20:21:09,3.119.93.109,Coimbatore,Success
LOG00191,USR00191,DEV00191,13-08-2024 21:55:56,64.81.207.168,Jaipur,Success
LOG00192,USR00192,DEV00192,30-10-2020 12:32:22,246.248.169.26,Indore,Failed
LOG00193,USR00193,DEV00193,25-09-2020 03:51:37,248.134.95.70,Chandigarh,Success
LOG00194,USR00194,DEV00194,28-09-2022 18:49:38,82.149.118.47,Indore,Success
LOG00195,USR00195,DEV00195,22-07-2022 14:01:14,175.212.106.50,Varanasi,Success
LOG00196,USR00196,DEV00196,22-02-2021 08:48:37,163.237.129.88,Ranchi,Failed
LOG00197,USR00197,DEV00197,11-07-2021 06:29:31,221.238.110.43,Vadodara,Success
LOG00198,USR00198,DEV00198,03-10-2021 17:55:13,247.99.89.167,Thane,Success
LOG00199,USR00199,DEV00199,09-04-2022 00:23:48,233.227.243.227,Howrah,Success
LOG00200,USR00200,DEV00200,06-08-2022 01:40:21,194.77.98.66,Nashik,Failed
LOG00201,USR00201,DEV00201,06-02-2022 18:39:41,132.19.252.248,Amritsar,Success
LOG00202,USR00202,DEV00202,10-12-2023 23:33:38,8.202.65.52,Dhanbad,Success
LOG00203,USR00203,DEV00203,27-04-2024 13:44:33,112.128.175.131,Thane,Success
LOG00204,USR00204,DEV00204,07-08-2020 05:25:35,195.170.233.221,Delhi,Success
LOG00205,USR00205,DEV00205,19-11-2025 03:24:40,65.60.3.7,Vadodara,Success
LOG00206,USR00206,DEV00206,16-02-2020 16:55:05,216.35.61.118,Chennai,Success
LOG00207,USR00207,DEV00207,08-11-2020 18:04:15,73.54.170.222,Moradabad,Success
LOG00208,USR00208,DEV00208,10-02-2020 09:14:56,202.130.229.75,Salem,Success
LOG00209,USR00209,DEV00209,17-06-2024 09:34:50,85.5.45.170,Bhopal,Success
LOG00210,USR00210,DEV00210,14-11-2020 04:06:07,232.106.139.172,Moradabad,Failed
LOG00211,USR00211,DEV00211,10-05-2023 00:25:30,11.243.249.231,Bareilly,Success
LOG00212,USR00212,DEV00212,04-05-2025 10:12:34,22.252.84.61,Gwalior,Success
LOG00213,USR00213,DEV00213,08-01-2025 02:30:13,197.71.253.100,Raipur,Failed
LOG00214,USR00214,DEV00214,23-03-2021 05:42:56,99.13.219.239,Kota,Success
LOG00215,USR00215,DEV00215,13-11-2021 04:25:16,203.55.210.122,Kanpur,Success
LOG00216,USR00216,DEV00216,02-01-2025 15:01:02,7.131.217.135,Ahmedabad,Success
LOG00217,USR00217,DEV00217,13-10-2022 11:42:13,97.242.230.114,Indore,Success
LOG00218,USR00218,DEV00218,22-01-2022 22:17:52,122.156.21.75,Mira-Bhayandar,Success
LOG00219,USR00219,DEV00219,13-10-2020 15:51:37,104.102.55.204,Vijayawada,Success
LOG00220,USR00220,DEV00220,22-12-2025 04:56:12,100.65.199.180,Vasai-Virar,Success
LOG00221,USR00221,DEV00221,22-03-2021 19:46:04,10.14.86.187,Visakhapatnam,Success
LOG00222,USR00222,DEV00222,28-07-2025 00:52:40,203.39.129.6,Lucknow,Success
LOG00223,USR00223,DEV00223,28-07-2023 20:56:51,87.251.226.45,Bangalore,Failed
LOG00224,USR00224,DEV00224,05-10-2024 20:58:14,221.12.106.35,Guwahati,Success
LOG00225,USR00225,DEV00225,20-09-2025 21:42:39,176.179.139.183,Delhi,Success
LOG00226,USR00226,DEV00226,12-11-2024 15:58:15,249.27.135.217,Dhanbad,Failed
LOG00227,USR00227,DEV00227,08-09-2023 19:56:02,128.165.29.40,Delhi,Success
LOG00228,USR00228,DEV00228,23-11-2021 07:54:19,113.59.195.252,Gurgaon,Success
LOG00229,USR00229,DEV00229,11-02-2025 12:19:48,46.3.245.218,Srinagar,Success
LOG00230,USR00230,DEV00230,05-10-2025 10:25:49,86.160.243.103,Navi Mumbai,Success
LOG00231,USR00231,DEV00231,01-01-2020 17:14:30,53.223.192.196,Vadodara,Success
LOG00232,USR00232,DEV00232,04-09-2020 13:50:24,234.174.22.208,Vasai-Virar,Failed
LOG00233,USR00233,DEV00233,05-01-2021 10:16:28,237.92.62.18,Pimpri-Chinchwad,Failed
LOG00234,USR00234,DEV00234,21-07-2020 08:08:23,132.226.35.114,Mysore,Success
LOG00235,USR00235,DEV00235,29-06-2020 14:38:48,28.138.1.146,Jaipur,Failed
LOG00236,USR00236,DEV00236,07-07-2022 15:14:03,204.39.219.211,Chennai,Failed
LOG00237,USR00237,DEV00237,27-06-2022 06:18:23,125.195.154.159,Ranchi,Success
LOG00238,USR00238,DEV00238,29-11-2022 02:10:11,31.207.200.151,Mira-Bhayandar,Success
LOG00239,USR00239,DEV00239,13-04-2024 19:41:24,35.82.62.61,Pune,Success
LOG00240,USR00240,DEV00240,13-01-2020 03:23:46,162.132.21.95,Rajkot,Success
LOG00241,USR00241,DEV00241,11-11-2023 03:10:41,247.183.153.194,Rajkot,Success
LOG00242,USR00242,DEV00242,02-06-2020 14:09:26,126.10.3.78,Mira-Bhayandar,Success
LOG00243,USR00243,DEV00243,06-01-2020 01:55:40,138.20.154.79,Ludhiana,Success
LOG00244,USR00244,DEV00244,24-03-2025 07:39:48,144.123.199.173,Aurangabad,Failed
LOG00245,USR00245,DEV00245,21-12-2025 15:16:24,187.119.97.2,Hubli-Dharwad,Success
LOG00246,USR00246,DEV00246,27-05-2023 23:06:27,77.2.231.6,Gurgaon,Success
LOG00247,USR00247,DEV00247,15-03-2022 16:36:40,227.88.188.135,Bhopal,Failed
LOG00248,USR00248,DEV00248,08-04-2022 04:44:08,150.205.204.45,Gurgaon,Success
LOG00249,USR00249,DEV00249,29-10-2023 14:37:35,124.169.250.92,Mysore,Success
LOG00250,USR00250,DEV00250,15-11-2023 05:51:09,226.104.219.163,Ranchi,Success
LOG00251,USR00251,DEV00251,07-05-2020 08:25:42,51.46.28.223,Vadodara,Success
LOG00252,USR00252,DEV00252,05-09-2025 21:01:31,142.219.172.171,Aurangabad,Success
LOG00253,USR00253,DEV00253,25-10-2022 20:27:49,184.46.39.133,Chandigarh,Success
LOG00254,USR00254,DEV00254,08-07-2024 16:28:14,172.208.92.163,Moradabad,Success
LOG00255,USR00255,DEV00255,16-04-2025 02:23:53,166.77.21.70,Dhanbad,Success
LOG00256,USR00256,DEV00256,22-09-2025 22:51:06,21.156.138.186,Amritsar,Failed
LOG00257,USR00257,DEV00257,08-01-2020 14:01:46,60.82.144.160,Nashik,Success
LOG00258,USR00258,DEV00258,31-12-2023 11:26:49,7.238.228.63,Ghaziabad,Success
LOG00259,USR00259,DEV00259,01-03-2025 23:17:47,141.164.222.42,Pune,Failed
LOG00260,USR00260,DEV00260,30-09-2022 00:09:39,142.123.172.184,Patna,Failed
LOG00261,USR00261,DEV00261,02-03-2025 09:07:53,118.104.142.213,Madurai,Success
LOG00262,USR00262,DEV00262,17-03-2024 14:25:00,121.161.30.177,Chennai,Success
LOG00263,USR00263,DEV00263,07-10-2024 07:30:31,50.36.58.63,Aurangabad,Success
LOG00264,USR00264,DEV00264,07-04-2024 10:12:59,128.91.147.112,Meerut,Failed
LOG00265,USR00265,DEV00265,16-01-2024 20:47:17,31.99.147.125,Jodhpur,Failed
LOG00266,USR00266,DEV00266,07-06-2023 12:15:28,23.52.13.245,Patna,Success
LOG00267,USR00267,DEV00267,20-12-2021 14:05:13,225.172.225.228,Faridabad,Success
LOG00268,USR00268,DEV00268,05-04-2024 10:06:17,150.190.61.207,Kanpur,Success
LOG00269,USR00269,DEV00269,25-06-2023 19:28:22,210.176.60.247,Lucknow,Success
LOG00270,USR00270,DEV00270,24-06-2022 23:14:33,234.218.181.160,Navi Mumbai,Success
LOG00271,USR00271,DEV00271,06-08-2020 18:58:39,20.74.88.160,Salem,Failed
LOG00272,USR00272,DEV00272,06-03-2020 16:26:13,176.43.142.120,Bhubaneswar,Failed
LOG00273,USR00273,DEV00273,16-11-2020 19:50:49,22.27.140.58,Lucknow,Failed
LOG00274,USR00274,DEV00274,05-02-2021 15:56:42,216.112.52.67,Nashik,Success
LOG00275,USR00275,DEV00275,22-11-2023 03:29:44,32.91.169.179,Surat,Success
LOG00276,USR00276,DEV00276,02-11-2022 11:23:31,185.33.189.47,Visakhapatnam,Success
LOG00277,USR00277,DEV00277,20-10-2023 17:08:35,227.152.208.99,Thane,Success
LOG00278,USR00278,DEV00278,23-07-2022 02:59:55,47.46.80.139,Visakhapatnam,Failed
LOG00279,USR00279,DEV00279,30-11-2020 02:22:47,174.211.31.38,Mysore,Failed
LOG00280,USR00280,DEV00280,28-07-2024 22:14:36,8.178.28.158,Meerut,Failed
LOG00281,USR00281,DEV00281,21-02-2022 07:03:57,61.214.32.34,Kalyan-Dombivli,Success
LOG00282,USR00282,DEV00282,04-02-2023 23:44:57,248.86.42.208,Ahmedabad,Success
LOG00283,USR00283,DEV00283,01-12-2020 07:50:41,216.82.6.187,Ludhiana,Success
LOG00284,USR00284,DEV00284,05-06-2020 06:58:46,185.201.181.43,Mysore,Success
LOG00285,USR00285,DEV00285,17-06-2020 00:01:18,183.167.17.71,Agra,Failed
LOG00286,USR00286,DEV00286,09-05-2021 00:10:50,171.23.208.121,Bhopal,Success
LOG00287,USR00287,DEV00287,30-04-2024 02:12:05,25.111.79.79,Kalyan-Dombivli,Failed
LOG00288,USR00288,DEV00288,18-04-2020 18:03:07,109.131.133.28,Aligarh,Success
LOG00289,USR00289,DEV00289,22-11-2021 11:41:40,179.36.239.30,Thane,Success
LOG00290,USR00290,DEV00290,27-07-2021 16:45:59,164.12.43.66,Guwahati,Success
LOG00291,USR00291,DEV00291,04-02-2022 04:29:22,248.184.198.125,Raipur,Failed
LOG00292,USR00292,DEV00292,12-05-2025 01:31:57,254.61.43.124,Mira-Bhayandar,Failed
LOG00293,USR00293,DEV00293,29-11-2025 15:53:32,95.108.148.121,Mysore,Failed
